Account number,Collective #,BP#,Customer Name1,Customer Name2,Service Address1,Store No,Bill Date,Due Date,Billing Period From,Billing Period To,Elec Meter1 #,Elec Meter2 #,Elec Meter3 #,Elec Meter4 #,Elec Meter5 #,Elec Meter6 #,Elec Meter7 #,Elec Meter8 #,Elec Rate1,Elec Rate2,Elec Rate3,Elec Meter Read1,Elec Meter Read2,Elec Meter Read3,Elec Meter Read4,Elec Meter Read5,Elec Meter Read6,Elec Meter Read7,Elec Meter Read8,Elec Days on Bill Current,Elec Kwh Used Current,Actual Demand KW,Billing Demand KW,Current Electricity Charge,Elec Reg Adj1,Elec Fuel Adj 1,Elec Reg Adj,Elec Fuel Adj 2,Elec Reg Adj3,Elec Fuel Adj 3,Gas Meter1 #,Gas Meter2 #,Gas Meter3 #,Gas Meter4 #,Gas Rate1,Gas Rate2,Gas Rate3,Gas Meter Read1,Gas Meter Read2,Gas Meter Read3,Gas Meter Read4,Gas Days on Bill Current,Gas ccf Used Current,Current Natural Gas Charge,Gas Fuel Adj1,Gas Reg Adj1,Gas Fuel Adj2,Gas Reg Adj2,Gas Fuel Adj3,Gas Reg Adj3,City Services,State & Local Sales Taxes,Additional Products & Services Total,Total Current Energy Charge,Previous Bill,Payment Adjustments Total,Balance,Due Date Amount,After Due Date Amount,Printdoc
300-1691-314,500-0012-000,105515018,US GOVT CAMP BULLIS,,3535 CMPB-SEWELL RD #15,COLLECTIVE TRNG FACILITY,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6246723,,,,,,,,General Service PL,,,9348,,,,,,,,31,72,0,0,16.14,0.69,1.52,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,16.14,30.33,-15.43,14.9,31.04,31.04,2.1E+11
300-1811-089,500-0012-000,105515018,US GOVT CAMP BULLIS,,6143 CMPB-MARNE RD #6,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348013,,,,,,,,General Service PL,,,59388,,,,,,,,31,4033,19,19,490.63,38.56,85.38,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,490.63,812.2,-305.88,506.32,996.95,996.95,2.1E+11
300-1821-843,500-0012-000,105515018,US GOVT CAMP BULLIS,,5100 CAMP BULLIS RD #8,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8103499,,,,,,,,General Service PL,,,2734,,,,,,,,31,106,0,0,19.62,1.01,2.24,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,19.62,40.4,-21.23,19.17,38.79,38.79,2.1E+11
300-1837-202,500-0012-000,105515018,US GOVT CAMP BULLIS,,6120 CMPB-MCWILLIAMS RD #6,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6626253,,,,,,,,General Service PL,,,6457,,,,,,,,31,6040,19,19,672.88,57.74,127.87,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,672.88,1164.83,-588.37,576.46,1249.34,1249.34,2.1E+11
300-1902-365,500-0012-000,105515018,US GOVT CAMP BULLIS,,5324 CMPB-DUTY #2,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6533874,,,,,,,,General Service PL,,,60548,,,,,,,,31,1431,5,5,172.06,13.68,30.29,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,172.06,272.89,-140.94,131.95,304.01,304.01,2.1E+11
300-1902-663,500-0012-000,105515018,US GOVT CAMP BULLIS,,4385 CMPB-WILDERNESS TRL,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6321071,,,,,,,,General Service PL,,,3109,,,,,,,,31,44,,,13.26,0.42,0.93,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,13.26,24.72,-13.56,11.16,24.42,24.42,2.1E+11
300-1984-575,500-0012-000,105515018,US GOVT CAMP BULLIS,,4805 CMPB-CAMP BULLIS RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6533868,,,,,,,,General Service PL,,,73073,,,,,,,,31,2369,10,10,286.91,22.65,50.15,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,286.91,251.29,-110.12,141.17,428.08,428.08,2.1E+11
300-2037-591,500-0012-000,105515018,US GOVT CAMP BULLIS,,6284 CMPB-WILDERNESS TRL,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6321068,,,,,,,,General Service PL,,,462,,,,,,,,31,0,,,8.75,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,8.75,17.5,-8.75,8.75,17.5,17.5,2.1E+11
300-2037-592,500-0012-000,105515018,US GOVT CAMP BULLIS,,6281 CMPB-WILDERNESS TRL,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6301656,,,,,,,,General Service PL,,,74470,,,,,,,,31,298,4,4,39.34,2.85,6.31,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,39.34,253.01,-164,89.01,128.35,128.35,2.1E+11
300-2056-078,500-0012-000,105515018,US GOVT CAMP BULLIS,,4555 CMPB-WILDERNESS TRL,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6448457,,,,,,,,General Service PL,,,47092,,,,,,,,31,10,,,9.78,0.1,0.21,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,9.78,250.99,-218.56,32.43,42.21,42.21,2.1E+11
300-2139-207,500-0012-000,105515018,US GOVT CAMP BULLIS,,6131 CMPB-BLACK JACK VILLAGE #1,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690752,,,,,,,,General Service PL,,,21780,,,,,,,,31,22920,57,57,2380.37,219.12,485.22,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,2380.37,4162.84,-2024.54,2138.3,4518.67,4518.67,2.1E+11
300-2156-710,500-0012-000,105515018,US GOVT CAMP BULLIS,,5130 CMPB-WILKERSON RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463128,,,,,,,,General Service PL,,,7751,,,,,,,,31,10740,42,42,1244.43,102.67,227.37,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,1244.43,1921.72,-966.35,955.37,2199.8,2199.8,2.1E+11
300-2277-156,500-0012-000,105515018,US GOVT CAMP BULLIS,,5118 CMPB-WILKERSON RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6246569,,,,,,,,General Service PL,,,7744,,,,,,,,31,1003,7,7,119.67,9.59,21.23,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,119.67,-52.04,-9.85,-61.89,57.78,57.78,2.1E+11
300-2335-213,500-0012-000,105515018,US GOVT CAMP BULLIS,,4893 CMPB-WILDERNESS TRL,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6321070,,,,,,,,General Service PL,,,4490,,,,,,,,31,0,,,8.75,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,8.75,46.84,-36.99,9.85,18.6,18.6,2.1E+11
300-2361-699,500-0012-000,105515018,US GOVT CAMP BULLIS,,5067 CMPB-CAMP BULLIS RD #LCT,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690747,,,,,,,,General Service PL,,,2884,,,,,,,,31,11100,29,29,1173.96,106.12,234.99,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,1173.96,1694.42,-818.28,876.14,2050.1,2050.1,2.1E+11
300-2362-505,500-0012-000,105515018,US GOVT CAMP BULLIS,,5048 CMPB-WILKERSON RD #1,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463135,,,,,,,,General Service PL,,,20963,,,,,,,,31,45120,142,142,4897.07,431.35,955.19,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,4897.07,9584.86,-5596.99,3987.87,8884.94,8884.94,2.1E+11
300-2362-506,500-0012-000,105515018,US GOVT CAMP BULLIS,,5048 CMPB-WILKERSON RD #2,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463136,,,,,,,,General Service PL,,,5164,,,,,,,,31,17568,36,36,1769.7,167.95,371.91,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,1769.7,2312.95,-1126.27,1186.68,2956.38,2956.38,2.1E+11
300-2385-286,500-0012-000,105515018,US GOVT CAMP BULLIS,,5011 CMPB-CAMP BULLIS RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6301705,,,,,,,,General Service PL,,,37600,,,,,,,,31,190,3,3,28.25,1.82,4.02,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,28.25,60.56,-29.44,31.12,59.37,59.37,2.1E+11
300-2388-349,500-0012-000,105515018,US GOVT CAMP BULLIS,,6001 CMPB-NW MILITARY HWY,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463140,,,,,,,,General Service PL,,,4174,,,,,,,,31,1560,20,20,187.86,14.91,33.03,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,187.86,655.45,-523.5,131.95,319.81,319.81,2.1E+11
300-2486-378,500-0012-000,105515018,US GOVT CAMP BULLIS,,5250 CMPB-CAMP BULLIS RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8079494,,,,,,,,General Service PL,,,95692,,,,,,,,31,19191,49,49,2006.21,183.47,406.27,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,2006.21,3058.3,-1558.84,1499.46,3505.67,3505.67,2.1E+11
300-2526-991,500-0012-000,105515018,US GOVT CAMP BULLIS,,26351 CMPB-MALABANG TRAIL #1,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6489110,,,,,,,,General Service PL,,,3646,,,,,,,,31,121,,,21.17,1.16,2.56,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,21.17,46.63,-23.85,22.78,43.95,43.95,2.1E+11
300-2526-993,500-0012-000,105515018,US GOVT CAMP BULLIS,,26351 CMPB-MALABANG TRAIL #2,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8048090,,,,,,,,General Service PL,,,,,,,,,,,,,0,0,8.75,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,8.75,17.5,-8.75,8.75,17.5,17.5,2.1E+11
300-2589-112,500-0012-000,105515018,US GOVT CAMP BULLIS,,5114 CMPB-WILKERSON RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6533873,,,,,,,,General Service PL,,,84878,,,,,,,,31,4119,14,14,473.34,39.38,87.2,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,473.34,609.05,-309.95,299.1,772.44,772.44,2.1E+11
300-2683-389,500-0012-000,105515018,US GOVT CAMP BULLIS,,6131 CMPB-BLACK JACK VILLAGE #2,IDTF TENT SITE,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690741,,,,,,,,General Service PL,,,3201,,,,,,,,31,6280,34,34,765.73,60.04,132.95,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,765.73,854.98,-148.75,706.23,1471.96,1471.96,2.1E+11
300-2683-395,500-0012-000,105515018,US GOVT CAMP BULLIS,,5401 CMPB-DUTY,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463156,,,,,,,,General Service PL,,,9403,,,,,,,,31,7440,12,12,735.92,71.13,157.5,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,735.92,2255.36,-1425.95,829.41,1565.33,1565.33,2.1E+11
300-2683-399,500-0012-000,105515018,US GOVT CAMP BULLIS,,5405 CMPB-DUTY,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463155,,,,,,,,General Service PL,,,2031,,,,,,,,31,2880,7,7,315.41,27.53,60.97,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,315.41,674.34,-380.5,293.84,609.25,609.25,2.1E+11
300-2683-802,500-0012-000,105515018,US GOVT CAMP BULLIS,,5409 CMPB-DUTY,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463158,,,,,,,,General Service PL,,,2144,,,,,,,,31,2700,5,5,284.86,25.81,57.16,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,284.86,622.26,-346.73,275.53,560.39,560.39,2.1E+11
300-2683-804,500-0012-000,105515018,US GOVT CAMP BULLIS,,5413 CMPB-DUTY,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463159,,,,,,,,General Service PL,,,17556,,,,,,,,31,30720,110,110,3443.67,293.68,650.34,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,3443.67,6381.04,-3391.33,2989.71,6433.38,6433.38,2.1E+11
300-2683-807,500-0012-000,105515018,US GOVT CAMP BULLIS,,5420 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690745,,,,,,,,General Service PL,,,8964,,,,,,,,31,42400,121,121,4506.78,405.34,897.61,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,4506.78,8378.42,-4392.96,3985.46,8492.24,8492.24,2.1E+11
300-2683-809,500-0012-000,105515018,US GOVT CAMP BULLIS,,5424 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690746,,,,,,,,General Service PL,,,5795,,,,,,,,31,7620,14,14,766.48,72.85,161.32,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,766.48,1697.14,-956.82,740.32,1506.8,1506.8,2.1E+11
300-2683-810,500-0012-000,105515018,US GOVT CAMP BULLIS,,5425 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690754,,,,,,,,General Service PL,,,5649,,,,,,,,31,12640,25,25,1271.94,120.84,267.59,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,1271.94,1985.7,-1094.08,891.62,2163.56,2163.56,2.1E+11
300-2683-814,500-0012-000,105515018,US GOVT CAMP BULLIS,,5428 CMPB-MARNE RD,,7/1/2021,7/29/2021,5/29/2021,6/28/2021,8068434,,,,,,,,General Service PL,,,6021,,,,,,,,31,68400,266,266,7806.06,653.9,"1,448.03",,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,7806.06,11948.9,-5162.56,6786.34,14592.4,14592.4,1002588369
300-2683-823,500-0012-000,105515018,US GOVT CAMP BULLIS,,5055 CMPB-BULLIS RD #1,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6301713,,,,,,,,General Service PL,,,78871,,,,,,,,31,1109,4,4,132.65,10.6,23.48,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,132.65,209.43,-109.17,100.26,232.91,232.91,2.1E+11
300-2683-824,500-0012-000,105515018,US GOVT CAMP BULLIS,,5160 CMPB-DUTY,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6246568,,,,,,,,General Service PL,,,37345,,,,,,,,31,2599,8,8,299.63,24.85,55.02,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,299.63,436.92,-212.36,224.56,524.19,524.19,2.1E+11
300-2683-827,500-0012-000,105515018,US GOVT CAMP BULLIS,,20650 CMPB-WILKERSON RD #1,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6301676,,,,,,,,General Service PL,,,77748,,,,,,,,31,3318,16,16,403.09,31.72,70.24,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,403.09,469.7,-221.68,248.02,651.11,651.11,2.1E+11
300-2683-828,500-0012-000,105515018,US GOVT CAMP BULLIS,,4301 CMPB-WILKERSON RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6301677,,,,,,,,General Service PL,,,46561,,,,,,,,31,524,4,4,62.53,5.01,11.09,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,62.53,44.23,-20.57,23.66,86.19,86.19,2.1E+11
300-2683-829,500-0012-000,105515018,US GOVT CAMP BULLIS,,6077 CMPB-LAURIN HILL RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6301875,,,,,,,,General Service PL,,,15747,,,,,,,,31,312,1,1,40.77,2.98,6.61,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,40.77,67.49,-57.88,9.61,50.38,50.38,2.1E+11
300-2683-830,500-0012-000,105515018,US GOVT CAMP BULLIS,,21528 CMPB-MC WILLIAMS RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463157,,,,,,,,General Service PL,,,4405,,,,,,,,31,8720,29,29,974.67,83.36,184.6,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,974.67,1459.55,-687.15,772.4,1747.07,1747.07,2.1E+11
300-2683-832,500-0012-000,105515018,US GOVT CAMP BULLIS,,26800 CMPB-MIDDLETON RD #1LCT,,7/1/2021,7/29/2021,5/29/2021,6/28/2021,6690743,,,,,,,,General Service PL,,,2586,,,,,,,,31,73440,173,173,7508.24,702.09,"1,554.72",,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,7508.24,11150.38,-5860.82,5289.56,12797.8,12797.8,1002588370
300-2683-833,500-0012-000,105515018,US GOVT CAMP BULLIS,,5055 CMPB-BULLIS RD #2,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6533863,,,,,,,,General Service PL,,,95197,,,,,,,,31,4960,28,28,604.12,47.42,105,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,604.12,251.24,-148.35,102.89,707.01,707.01,2.1E+11
300-2773-997,500-0012-000,105515018,US GOVT CAMP BULLIS,,4635 CMPB-WILDERNESS TRL,MPQC RANGE,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6322462,,,,,,,,General Service PL,,,19345,,,,,,,,31,33,,,12.14,0.32,0.7,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,12.14,40.73,-24.74,15.99,28.13,28.13,2.1E+11
300-2825-105,500-0012-000,105515018,US GOVT CAMP BULLIS,,26355 MALABANG TRAIL #3,SHOOTHOUSE,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8103497,,,,,,,,General Service PL,,,24012,,,,,,,,31,1171,3,3,140.23,11.19,24.79,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,140.23,214.21,-113.95,100.26,240.49,240.49,2.1E+11
300-2825-106,500-0012-000,105515018,US GOVT CAMP BULLIS,,26355 MALABANG TRAIL #4,SHOOTHOUSE,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8103496,,,,,,,,General Service PL,,,5389,,,,,,,,31,84,5,5,17.37,0.8,1.78,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,17.37,36.34,-21.34,15,32.37,32.37,2.1E+11
300-2856-825,500-0012-000,105515018,US GOVT CAMP BULLIS,,23427 CMPB-MARNE RD,METC AIRCRAFT PAD,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348055,,,,,,,,General Service PL,,,129,,,,,,,,31,2,1,1,8.95,0.02,0.04,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,8.95,18.27,-9.08,9.19,18.14,18.14,2.1E+11
300-2856-828,500-0012-000,105515018,US GOVT CAMP BULLIS,,23428 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348053,,,,,,,,General Service PL,,,20671,,,,,,,,31,12,1,1,9.97,0.11,0.25,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,9.97,2.95,-14.23,-11.28,-1.31,-1.31,2.1E+11
300-2856-829,500-0012-000,105515018,US GOVT CAMP BULLIS,,23429 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348015,,,,,,,,General Service PL,,,16493,,,,,,,,31,8,0,0,9.58,0.08,0.17,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,9.58,68.07,-58.66,9.41,18.99,18.99,2.1E+11
300-2856-830,500-0012-000,105515018,US GOVT CAMP BULLIS,,23430 CMPB-MARNE RD #1,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348016,,,,,,,,General Service PL,,,,,,,,,,,,,0,0,8.75,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,8.75,17.5,-8.75,8.75,17.5,17.5,2.1E+11
300-2857-331,500-0012-000,105515018,US GOVT CAMP BULLIS,,6131 CMPB-BLACK JACK VILLAGE #4,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8075361,,,,,,,,General Service PL,,,45794,,,,,,,,31,1882,,,216.36,17.99,39.84,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,216.36,165.61,-71.46,94.15,310.51,310.51,2.1E+11
300-2884-779,500-0012-000,105515018,US GOVT CAMP BULLIS,,23414 CMPB-MARNE RD #2,METC MOULAGE TENT SITE,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348019,,,,,,,,General Service PL,,,6111,,,,,,,,31,5311,29,29,647.09,50.77,112.43,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,647.09,1703.85,-807.55,896.3,1543.39,1543.39,2.1E+11
300-2897-266,500-0012-000,105515018,US GOVT CAMP BULLIS,,23402 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348018,,,,,,,,General Service PL,,,61089,,,,,,,,31,2800,18,18,339.68,26.77,59.28,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,339.68,473.11,-252.61,220.5,560.18,560.18,2.1E+11
300-2897-267,500-0012-000,105515018,US GOVT CAMP BULLIS,,23404 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348028,,,,,,,,General Service PL,,,76586,,,,,,,,31,3874,13,13,445.09,37.04,82.01,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,445.09,552.97,-216.06,336.91,782,782,2.1E+11
300-2897-268,500-0012-000,105515018,US GOVT CAMP BULLIS,,23406 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348029,,,,,,,,General Service PL,,,31674,,,,,,,,31,2399,9,9,290.58,22.93,50.79,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,290.58,364.34,-193.38,170.96,461.54,461.54,2.1E+11
300-2897-270,500-0012-000,105515018,US GOVT CAMP BULLIS,,23409 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348010,,,,,,,,General Service PL,,,77335,,,,,,,,31,3694,11,11,414.52,35.31,78.2,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,414.52,834.27,-493.53,340.74,755.26,755.26,2.1E+11
300-2897-271,500-0012-000,105515018,US GOVT CAMP BULLIS,,23403 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348011,,,,,,,,General Service PL,,,42903,,,,,,,,31,3159,12,12,377.48,30.2,66.88,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,377.48,410.35,-223.84,186.51,563.99,563.99,2.1E+11
300-2897-273,500-0012-000,105515018,US GOVT CAMP BULLIS,,23408 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348008,,,,,,,,General Service PL,,,67448,,,,,,,,31,3395,13,13,404.97,32.46,71.87,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,404.97,123.26,-297.64,-174.38,230.59,230.59,2.1E+11
300-2897-275,500-0012-000,105515018,US GOVT CAMP BULLIS,,23413 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348031,,,,,,,,General Service PL,,,40195,,,,,,,,31,914,5,5,108.78,8.74,19.35,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,108.78,698.63,-322.36,376.27,485.05,485.05,2.1E+11
300-2897-281,500-0012-000,105515018,US GOVT CAMP BULLIS,,23401 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348009,,,,,,,,General Service PL,,,72225,,,,,,,,31,4465,20,20,543.52,42.69,94.52,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,543.52,1095.11,-549.07,546.04,1089.56,1089.56,2.1E+11
300-2897-283,500-0012-000,105515018,US GOVT CAMP BULLIS,,23410 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463152,,,,,,,,General Service PL,,,6570,,,,,,,,31,4400,21,21,535.56,42.06,93.15,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,535.56,952.2,-509.18,443.02,978.58,978.58,2.1E+11
300-2897-285,500-0012-000,105515018,US GOVT CAMP BULLIS,,23400 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8090468,,,,,,,,General Service PL,,,16395,,,,,,,,31,11880,30,30,1247,113.57,251.5,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,1247,2057.45,-1125.04,932.41,2179.41,2179.41,2.1E+11
300-2897-487,500-0012-000,105515018,US GOVT CAMP BULLIS,,23411 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463153,,,,,,,,General Service PL,,,11139,,,,,,,,31,9360,52,52,1142.81,89.48,198.15,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,1142.81,1583.37,-819.72,763.65,1906.46,1906.46,2.1E+11
300-2897-488,500-0012-000,105515018,US GOVT CAMP BULLIS,,23407 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348025,,,,,,,,General Service PL,,,61741,,,,,,,,31,1650,34,34,198.88,15.77,34.93,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,198.88,448.47,-253.1,195.37,394.25,394.25,2.1E+11
300-2897-490,500-0012-000,105515018,US GOVT CAMP BULLIS,,23405 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348030,,,,,,,,General Service PL,,,34831,,,,,,,,31,956,39,39,144.75,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,144.75,-43142.13,-293.46,-43435.59,-43290.84,-43290.84,2.1E+11
300-2897-491,500-0012-000,105515018,US GOVT CAMP BULLIS,,23412 CMPB-MARNE RD,,6/29/2021,7/29/2021,5/29/2021,6/28/2021,4336813,,,,,,,,General Service PL,,,60782,,,,,,,,31,2639,46,46,319.96,25.23,55.87,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,319.96,600.14,-274.96,325.18,645.14,645.14,110596534
300-2897-493,500-0012-000,105515018,US GOVT CAMP BULLIS,,23419 CMPB-MARNE RD,,7/1/2021,7/29/2021,5/29/2021,6/28/2021,6463150,,,,,,,,General Service PL,,,19157,,,,,,,,31,20880,152,152,2553.2,199.61,442.03,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,2553.2,4442.69,-2300.78,2141.91,4695.11,4695.11,907853018
300-2897-495,500-0012-000,105515018,US GOVT CAMP BULLIS,,23421 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348012,,,,,,,,General Service PL,,,5304,,,,,,,,31,10,0,0,9.78,0.1,0.21,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,9.78,19.7,-9.96,9.74,19.52,19.52,2.1E+11
300-2897-498,500-0012-000,105515018,US GOVT CAMP BULLIS,,23420 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348017,,,,,,,,General Service PL,,,,,,,,,,,,,0,0,8.75,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,8.75,17.5,-8.75,8.75,17.5,17.5,2.1E+11
300-2897-499,500-0012-000,105515018,US GOVT CAMP BULLIS,,23424 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348052,,,,,,,,General Service PL,,,9706,,,,,,,,31,217,9,9,31.01,2.07,4.59,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,31.01,-32.17,-20.75,-52.92,-21.91,-21.91,2.1E+11
